height,weight,age
174.1256065007998,70.3450602493909,1
120.86769072711415,30.75632678673066,0
176.10930838400887,71.76736782867191,1
119.4143503208104,29.89171350740696,0
177.49309248843193,71.61111137589559,1
175.45662777742717,70.99772332657359,1
175.50957453565394,70.05084482074874,1
119.3337071367855,29.41851492535845,0
119.08469575428217,32.45003368743774,0
120.16832005865669,30.34523739864557,0
119.05553902698348,30.784234873864182,0
175.99605094245533,71.65232600524456,1
119.87415402614823,30.72794930676262,0
120.45426229489146,32.61673033860019,0
174.41631435023774,70.40124596024617,1
173.7739611704787,70.92426235046659,1
120.0347750228638,29.674635095714383,0
175.5814374914171,69.67285609451788,1
175.39813644631326,68.64110830279253,1
120.64258598559962,30.64085341210421,0
119.31079848412942,28.613156308625463,0
120.3897514228091,29.377340761533848,0
175.78556536902244,68.70977847200899,1
174.7237098868202,71.63197124386993,1
120.4344319213865,31.62651859822744,0
120.56079733881381,30.67337545630156,0
119.35123952377744,30.128529323299894,0
120.53152923305122,28.665883084664948,0
174.18159697067875,70.80929968861346,1
176.10174793462727,70.14657227763077,1
175.3521125210028,68.7864056027429,1
119.88344925567283,30.268931438201474,0
173.73190397375868,69.36482217117799,1
175.89602355872793,69.64138341719801,1
175.85840051790765,71.20967438700835,1
175.26698253318833,70.07745983687352,1
120.56925583576543,28.270166573364943,0
174.96557994783194,69.00426255279906,1
122.47993702171604,28.638279881660605,0
176.35969648740766,69.43839130930405,1
117.98576421236316,28.995226703387605,0
175.2892309033559,68.96109880391259,1
173.42883704293232,69.98946973371727,1
119.53308638316831,30.264284627456966,0
120.27294736018595,29.355106723547074,0
120.69803509623712,30.456274578878237,0
174.68377274843976,70.79662190068593,1
175.26243215083568,71.05193740168966,1
121.92002246523575,31.755087141266298,0
120.28083302345513,30.353156333394914,0
175.03705934620473,70.56900176744296,1
118.77950971148661,29.655232614142548,0
174.80594568860556,69.39191700171865,1
172.16221671880334,70.07515832916107,1
174.32086301770588,71.18998167028673,1
118.50937748232421,29.52158666669834,0
174.61629468937087,70.94873957191703,1
119.68554692239144,30.08960734440197,0
119.00474338380202,30.295537864935746,0
119.90976915531998,31.349498934880756,0
118.63365789466722,30.603790627523445,0
120.68371032131077,29.77986533336889,0
120.99300085045134,31.61188274899073,0
175.18194870856294,70.43430332935927,1
173.93827499114107,69.7539512380231,1
119.63727618591656,28.875981646324657,0
175.54639029521869,71.17864432650558,1
176.6839624122075,70.1039609688805,1
174.55050187210117,69.46199276921054,1
121.36489730151997,30.145786602946323,0
119.54808113190961,29.255170647616254,0
174.7150788481483,69.54205841249107,1
121.31068222276355,31.30023747981323,0
120.4152321033456,29.26808811887535,0
121.36148421656706,31.226682961389955,0
176.10748119112444,68.86125869808673,1
175.37767072699532,70.0609804917263,1
121.90567979332164,30.813483708014715,0
175.48013382075203,70.67229796846205,1
172.91019378636844,67.3133859160759,1
119.57718812689792,29.42726223001907,0
176.2731388962615,69.67543578506886,1
174.81846618831847,68.93648253327866,1
119.5264921432748,31.23243837491026,0
119.25534007977582,28.66355287858521,0
175.93091982059408,70.0027517444646,1
174.75905360790168,69.09235237839201,1
174.1675382945651,70.23251456683641,1
120.60853346345775,29.385142259625336,0
120.98530220852106,28.324423810962102,0
121.11284634921152,31.83160788721736,0
175.45070832847463,70.8442073877606,1
120.18439932258875,31.588078111076552,0
121.20316301388729,28.737600546053507,0
119.8764233282025,30.397413371200486,0
174.78963445774235,68.75456440445457,1
176.12419296322457,68.17832525227814,1
175.65819602673437,68.98846124685302,1
119.10112799082518,29.670143978885857,0
174.44867320206754,69.88356627262313,1
121.1810688389777,29.871729839847905,0
176.19694667180133,70.09781228138112,1
119.58570107533366,28.40163867029033,0
120.49765762905209,30.343676746126036,0
119.60169685527264,29.714937289182625,0
120.84111229486277,29.67996033726995,0
119.01024180964005,30.18514255549817,0
174.99784096248723,71.05900170852078,1
119.30080722618169,30.674066015323273,0
175.23017146962556,70.96117081708587,1
174.77732602607875,68.97856681764617,1
119.30411701245829,29.518789359272528,0
174.4675693666442,70.12371571322882,1
120.67709926712244,30.416030329133605,0
173.95885900434797,68.85267860267894,1
119.56677803467444,28.978706344288238,0
120.66534560688234,29.87935066112167,0
119.8191227991961,29.30186122636654,0
174.48531637510823,70.59022365696117,1
175.62897371389255,70.95488195663849,1
174.8287155489471,68.36805498984702,1
175.61962473484175,69.78850018766892,1
174.06723851111272,69.67957563255011,1
120.74475466694113,30.017682244306197,0
120.4100159491169,30.44051709320974,0
174.73650455972214,69.6732102497445,1
120.03587701779793,30.269050579915778,0
175.9559240612209,70.14277519574598,1
119.87595293969183,30.556978702295158,0
117.99026381847966,29.835855161969125,0
119.7604837815469,29.8909325727056,0
174.92116157347184,69.31493003866738,1
119.8571122017711,30.926630760794083,0
119.22441047005823,32.09323596775381,0
173.8990804275712,68.04746355564382,1
174.71918348796146,70.96115297148752,1
174.61519009229923,68.2991668116802,1
175.22644103588405,69.38611933830522,1
118.85482537489018,29.76221326958386,0
175.83149747314042,70.36628149875412,1
176.07250473653409,71.84373299677398,1
120.46697680023533,28.7191293070455,0
174.06866809826502,68.27744138950399,1
119.13285013703457,31.24137807828729,0
175.0115305289689,68.43354129716907,1
175.61112032808828,71.99714543694465,1
174.4982927507667,71.06093890192426,1
122.2453632685022,28.98286573199582,0
175.36102252939392,69.9372185563894,1
175.72300209298666,71.0594052964264,1
119.61143084839745,31.54626283411253,0
118.63481753180419,30.543531110668663,0
173.59301161149534,69.47682406495726,1
173.81488549785624,70.9698117198851,1
174.441380427527,71.60204547017408,1
174.3772763690593,68.23448998706522,1
173.7373290107853,71.70153002161727,1
120.36011117229309,30.018411771406495,0
173.95191787151302,70.21205565079708,1
174.23697590161905,69.69412905639363,1
174.84958536969185,70.20969423086467,1
120.0275861247339,31.346967491056258,0
121.2309891168116,30.98934371437575,0
117.848639593571,31.428158539073838,0
120.50718189571793,30.67649823012135,0
174.7869030106449,71.29798201333185,1
120.27976600048659,30.051214614145852,0
119.02269513735334,28.16719436759043,0
119.8302295535676,30.223250748245274,0
119.56590751013549,31.526242114820423,0
120.77932975068865,29.20282072878368,0
173.6357985895985,69.62252495755563,1
173.82968260328178,71.937971815045,1
120.20026048437904,30.473072217344058,0
120.09721190717846,30.598587574106983,0
174.4590120815985,70.18830588127236,1
174.64019955528642,70.47227186943798,1
174.7849461671484,69.2327555361277,1
120.84020335625955,28.91553799457495,0
175.15313470313993,68.93598988681194,1
120.53248851945546,31.0133443967155,0
175.05141796223674,70.17198221168351,1
119.25529018014451,29.013982818964948,0
174.65750874650897,70.64259202928822,1
174.8417267132237,69.5927055803114,1
175.6638100257285,69.30089690040708,1
120.13802909025885,31.16828783885742,0
174.56309878286888,69.75951858802232,1
118.85012403392729,30.686834189710545,0
174.2397401317421,69.92214079015551,1
173.95544713909212,69.91904329460036,1
173.71823946505586,68.78175567429572,1
177.54533058759438,70.02069705686641,1
176.15014411760905,71.44256305264125,1
174.50129803569558,70.08197215202804,1
119.75046425814205,29.854889943125656,0
176.14163029132973,70.1492810022365,1
175.4241890847453,69.64804713993698,1
120.06594378534719,30.121710616841185,0
120.34552354214182,28.836331527167793,0
120.49134801751399,30.222994583751646,0
120.08869005976248,29.238527018682017,0
120.82941510318716,30.0126054006544,0
119.89546485389614,30.089317658750275,0
120.59022899675632,31.082426326288818,0
175.7979862748511,70.66497307092989,1
174.70191168445612,70.69724210900213,1
118.77639420034149,31.56551983396873,0
120.52975936946498,31.66305605578011,0
119.95533478093206,29.48533826251581,0
120.48680229497158,28.55093236918154,0
176.52650377730208,70.71678069892512,1
176.50014050708444,70.55171119241574,1
176.70069362303025,70.75407794496492,1
176.23155792390105,69.88373155116656,1
121.88293920634912,28.025162130682727,0
120.71115758455704,30.27608418968018,0
175.08902068531307,70.72751828987543,1
121.26668757036303,30.20535795426227,0
119.87681854159737,30.609259389521146,0
121.41005772767906,29.710788560997397,0
120.89381414539548,29.1930295122398,0
121.82094758267876,29.423193820987397,0
176.02833339973304,70.56723074681716,1
173.42880080743043,69.69098080739761,1
120.17987119368271,31.69928601225956,0
174.97413671152285,69.04705729341693,1
175.62820464243106,69.23241240939863,1
120.41517843096207,29.38979656651125,0
120.07165535807849,28.942127931489683,0
120.44412656860578,29.857655230272627,0
120.69767553557139,29.704653364578984,0
118.55432237448063,31.3861572153252,0
175.59103728562138,71.63518025163276,1
122.08381441871865,27.35341830042947,0
120.14377587996805,31.04226089987383,0
176.4933596474902,70.46863795654855,1
175.5346071583691,70.21253861475181,1
121.6352018100219,31.17367791282093,0
174.0720076025529,68.79932969083488,1
119.99368166322442,30.277064672749436,0
173.43908349320844,70.63893918121687,1
173.77220692378842,67.70010613637713,1
175.75403303307644,69.5692661879159,1
175.59745998241974,70.39481785368233,1
175.31012769273607,69.03257269722135,1
121.07286857785242,29.610485900445408,0
117.95281805878024,30.948222971348073,0
174.54739018531237,70.1322352546572,1
173.47110451992413,70.85455166310598,1
175.26621888070645,72.01664611569284,1
121.62847065126569,29.996392438102827,0
120.58287935061021,29.04871635018611,0
175.4218670712209,70.76668075866482,1
119.72950606218826,28.598638775817328,0
174.69615213490243,70.0955193400434,1
174.6182580698639,68.99112563381875,1
118.34689156103623,29.422205169546558,0
173.5489524668727,69.72282507347708,1
119.9961359335563,27.947087080084486,0
119.15376597060167,30.737515557934792,0
173.4676289184199,70.44345269564731,1
120.2858717574336,29.861409104012147,0
120.32739225951691,29.136127826145298,0
176.44809642069694,70.3794018686745,1
175.59685030289495,68.66975490829635,1
120.01657935374725,28.840582472352075,0
118.23666333750542,29.839365291182194,0
120.71701979769084,29.796012267440833,0
176.06028637940022,66.78305655225357,1
175.4371595785091,70.808646571143,1
119.42974178138171,31.610306176167562,0
121.90729758489117,29.986849628949496,0
176.20681267547957,70.15916335489055,1
119.41562068314326,27.957029952715327,0
175.28331657312285,68.86180903108838,1
120.4874068870303,31.526737232141432,0
176.7773355136024,69.72249858745693,1
175.4872084495452,70.88585473225434,1
173.6788363779857,71.83696132983866,1
118.98114790676041,31.045688452993314,0
174.92660681698945,70.2645298067252,1
121.32359366038422,29.624043424469306,0
120.34325219668843,31.000405807617962,0
120.27598403844668,28.67661980775975,0
122.19939080910952,30.207252960098803,0
118.62080271934163,30.848514469115685,0
175.27938521403905,70.06987407000943,1
119.14784660280816,29.79130111762785,0
119.49679249462494,29.605576880212265,0
176.42272416866612,71.70412294542855,1
119.65374918431257,31.19189471975201,0
174.9011351809822,71.87931746983107,1
176.47199545221835,70.84904602235636,1
120.42013052387473,30.255368800026083,0
119.78686987426272,30.674666837467644,0
175.39347905153602,70.19345055246653,1
175.50359636733506,69.1607801770251,1
121.54604073764649,30.45991850456985,0
172.82780781198824,70.27410858564195,1
174.53738141247683,68.95615139023481,1
175.74590772825889,70.78662418214445,1
119.9034420278289,31.183422101924013,0
173.99250849666416,71.11706183591386,1
175.09738032251553,69.79121906339651,1
121.67850169897451,30.085125664577784,0
